date,state,state_code,crime_type,crime_count,Clearances,year,population,total_population_at_date,total_crime_count_at_date,crime_rate,crime_count_standardized,crime_count_weighted,crime_relative_intensity,crime_rate_normalized,crime_count_normalized
2015-10-01,Nebraska,NE,Aggravated Assault Reported by Population,253.0,154.0,2015,1892.059,320738.994,117042.0,13371.676041814764,-0.23793453949148285,1.4924625192283294,0.3664340938932665,0.047673738830211324,0.0019853725908719946
2015-10-01,New Hampshire,NH,Aggravated Assault Reported by Population,131.0,76.0,2015,1337.48,320738.994,117042.0,9794.538983760505,-0.25095713062819247,0.546269344475153,0.2684071171327495,0.034920251733136495,0.0010279992466570406
2015-10-01,New Jersey,NJ,Aggravated Assault Reported by Population,907.0,417.0,2015,8870.312,320738.994,117042.0,10225.11947719539,-0.16812491159469528,25.083862999208634,0.28020663818504943,0.03645539077817518,0.007117521501663632
2015-10-01,New Mexico,NM,Aggravated Assault Reported by Population,795.0,367.0,2015,2090.071,320738.994,117042.0,38036.98534643082,-0.1800800772283959,5.180556390346476,1.0423561127464467,0.13561241684465858,0.0062386213823843305
2015-10-01,Nevada,NV,Aggravated Assault Reported by Population,1106.0,463.0,2015,2868.531,320738.994,117042.0,38556.32029076904,-0.14688314408481648,9.891517231609201,1.0565878387589969,0.13746399015711094,0.008679138677883107
2015-10-01,New York,NY,Aggravated Assault Reported by Population,3731.0,2727.0,2015,19657.321,320738.994,117042.0,18980.205898860786,0.13331605045504186,228.66401037287034,0.5201288551044475,0.06766970543829605,0.029278360223491746
2015-10-01,Ohio,OH,Aggravated Assault Reported by Population,1135.0,383.0,2015,11622.315,320738.994,117042.0,9765.696421065855,-0.14378761012609043,41.12791949768353,0.2676167226980112,0.03481741998663001,0.008906711030196498
2015-10-01,Oklahoma,OK,Aggravated Assault Reported by Population,954.0,425.0,2015,3910.518,320738.994,117042.0,24395.745013831925,-0.16310801173055306,11.631370808627029,0.6685349458841243,0.08697760645119619,0.007486345658861197
2015-10-01,Oregon,OR,Aggravated Assault Reported by Population,288.0,192.0,2015,4018.542,320738.994,117042.0,7166.778398732675,-0.2341985502309514,3.6083548232367404,0.196396617780835,0.02555155543454309,0.0022600288781467765
2015-10-01,Pennsylvania,PA,Aggravated Assault Reported by Population,1901.0,1465.0,2015,12789.838,320738.994,117042.0,14863.362616477238,-0.06202281659560225,75.80457160752958,0.4073119028268585,0.052992015757846185,0.014917760060267437
2015-10-01,Rhode Island,RI,Aggravated Assault Reported by Population,117.0,56.0,2015,1056.886,320738.994,117042.0,11070.257340905264,-0.25245152633240503,0.3855336092997785,0.3033665865965268,0.03946854198405491,0.0009181367317471279
2015-10-01,South Carolina,SC,Aggravated Assault Reported by Population,1588.0,834.0,2015,4896.006,320738.994,117042.0,32434.600774590548,-0.09543323483978346,24.24044994042726,0.8888297554069303,0.11563835988507416,0.012461548119781531
2015-10-01,South Dakota,SD,Aggravated Assault Reported by Population,191.0,96.0,2015,854.663,320738.994,117042.0,22347.98979246791,-0.24455257761013854,0.5089516275030781,0.6124187696688732,0.07967679036006238,0.0014988385962709523
2015-10-01,Tennessee,TN,Aggravated Assault Reported by Population,2391.0,1297.0,2015,6595.354,320738.994,117042.0,36252.792496051006,-0.00971896694816202,49.166118585506325,0.9934625343786119,0.12925127380576443,0.018762948082114383
2015-10-01,Texas,TX,Aggravated Assault Reported by Population,5707.0,2984.0,2015,27468.531,320738.994,117042.0,20776.50239104523,0.34423932984961714,488.7553722794304,0.5693541186704295,0.07407400132179126,0.04478466947077657
2015-10-01,Utah,UT,Aggravated Assault Reported by Population,345.0,215.0,2015,2983.626,320738.994,117042.0,11563.111462361569,-0.22811422486380017,3.2093103403573062,0.3168726387064232,0.041225703808363684,0.0027073262602799924
2015-10-01,Virginia,VA,Aggravated Assault Reported by Population,792.0,482.0,2015,8367.303,320738.994,117042.0,9465.41555863341,-0.1804003048792986,20.661360483034997,0.2593879004176302,0.03374683531448055,0.006215079414903635
2015-10-01,Vermont,VT,Aggravated Assault Reported by Population,27.0,22.0,2015,625.81,320738.994,117042.0,4314.408526549592,-0.2620583558594859,0.05268105941618062,0.11823098122986095,0.015382064646074637,0.00021187770732626027
2015-10-01,Washington,WA,Aggravated Assault Reported by Population,1012.0,599.0,2015,7167.287,320738.994,117042.0,14119.708056897958,-0.15691694381310095,22.614320614848594,0.38693297771254304,0.050340680716344025,0.007941490363487978
2015-10-01,Wisconsin,WI,Aggravated Assault Reported by Population,852.0,521.0,2015,5762.927,320738.994,117042.0,14784.153955099555,-0.1739957518612447,15.308440494765659,0.40514128831528445,0.05270961488126184,0.006685918764517546
2015-10-01,West Virginia,WV,Aggravated Assault Reported by Population,349.0,190.0,2015,1843.332,320738.994,117042.0,18933.105919063957,-0.2276872546625966,2.0057519666598442,0.5188381389395276,0.06750178092915295,0.0027387155502542533
2015-10-01,Wyoming,WY,Aggravated Assault Reported by Population,93.0,61.0,2015,586.389,320738.994,117042.0,15859.77908862547,-0.25501334753962657,0.17002665101581008,0.4346174527048384,0.05654451721770569,0.0007298009919015632
2015-10-01,American Samoa,,Aggravated Assault Reported by Population,,,2015,,320738.994,117042.0,,,,,,
2015-10-01,U.S. Virgin Islands,,Aggravated Assault Reported by Population,56.0,11.0,2015,,320738.994,117042.0,,-0.2589628219007598,,,,0.00043945005963965094
2015-10-01,Mariana Islands,,Aggravated Assault Reported by Population,,,2015,,320738.994,117042.0,,,,,,
2015-10-01,United States,,Aggravated Assault Reported by Population,58521.0,30096.0,2015,,320738.994,117042.0,,5.981740381441266,,,,0.4592331596459288
2015-10-01,Puerto Rico,,Aggravated Assault Reported by Population,,,2015,,320738.994,117042.0,,,,,,
2015-10-01,Guam,,Aggravated Assault Reported by Population,34.0,21.0,2015,,320738.994,117042.0,,-0.2613111580073796,,,,0.00026680896478121667
2015-11-01,Alaska,AK,Aggravated Assault Reported by Population,255.0,148.0,2015,738.43,320738.994,105504.0,34532.72483512317,-0.23772105439088104,0.5870806279326298,1.049817203489557,0.12311875487687801,0.002001067235859125
2015-11-01,Alabama,AL,Aggravated Assault Reported by Population,1234.0,513.0,2015,4854.803,320738.994,105504.0,25418.127161905435,-0.1332200976463015,18.67819945210653,0.7727275302617554,0.09062268275722611,0.00968359595705945
2015-11-01,Arkansas,AR,Aggravated Assault Reported by Population,837.0,395.0,2015,2979.732,320738.994,105504.0,28089.77451663438,-0.17559689011575816,7.775904179583478,0.8539473403996197,0.1001478475785604,0.0065682089271140685
2015-11-01,Arizona,AZ,Aggravated Assault Reported by Population,1591.0,658.0,2015,6832.81,320738.994,105504.0,23284.71009730989,-0.09511300718888076,33.893604810645506,0.7078702695815151,0.08301645840394446,0.012485090087262226
2015-11-01,California,CA,Aggravated Assault Reported by Population,7516.0,3975.0,2015,38904.296,320738.994,105504.0,19319.20320573337,0.5373366033439423,911.6593061833947,0.5873162914286185,0.0688783249876667,0.05898047586163601
2015-11-01,Colorado,CO,Aggravated Assault Reported by Population,824.0,475.0,2015,5454.328,320738.994,105504.0,15107.268943121866,-0.17698454326966984,14.012534665491904,0.4592707615734333,0.05386160955290451,0.006466193734697721
2015-11-01,Connecticut,CT,Aggravated Assault Reported by Population,327.0,208.0,2015,3588.561,320738.994,105504.0,9112.287627268981,-0.23003559076921637,3.658611734000762,0.2770194463346319,0.032487836164271124,0.002566074455395819
2015-11-01,District of Columbia,DC,Aggravated Assault Reported by Population,340.0,88.0,2015,677.014,320738.994,105504.0,50220.52719736962,-0.2286479376153047,0.7176700192555945,1.5267365570437115,0.17905012730161762,0.0026680896478121665
2015-11-01,Delaware,DE,Aggravated Assault Reported by Population,241.0,171.0,2015,942.065,320738.994,105504.0,25582.098899757442,-0.23921545009509362,0.7078580068128542,0.777712377304814,0.09120728754285264,0.001891204720949212
2015-11-01,Florida,FL,Aggravated Assault Reported by Population,1.0,0.0,2015,20219.111,320738.994,105504.0,4.945815866978523,-0.26483366216730925,0.06303914203833913,0.0001503560059982493,1.7633207176671115e-05,7.847322493565196e-06
2015-11-01,Georgia,GA,Aggravated Assault Reported by Population,1662.0,740.0,2015,10183.353,320738.994,105504.0,16320.754077758085,-0.08753428611751697,52.767929695508116,0.49616149569888596,0.05818802108142816,0.013042249984305355
2015-11-01,Hawaii,HI,Aggravated Assault Reported by Population,196.0,96.0,2015,1422.999,320738.994,105504.0,13773.727177601671,-0.24401886485863405,0.8695787204470685,0.41873022810267096,0.04910716279172195,0.0015380752087387783
2015-11-01,Iowa,IA,Aggravated Assault Reported by Population,470.0,301.0,2015,3122.541,320738.994,105504.0,15051.843995002786,-0.2147714060761879,4.575665252600998,0.4575858072492166,0.05366400421958323,0.003688241571975642
2015-11-01,Idaho,ID,Aggravated Assault Reported by Population,198.0,159.0,2015,1652.495,320738.994,105504.0,11981.881942154138,-0.24380537975803226,1.0201254481704833,0.36425697228098314,0.042718736874749856,0.0015537698537259087
2015-11-01,Illinois,IL,Aggravated Assault Reported by Population,2133.0,38.0,2015,12859.585,320738.994,105504.0,16586.849420101815,-0.037258544925793814,85.51967586766203,0.5042509664688486,0.059136724880051526,0.016738338878774562
2015-11-01,Indiana,IN,Aggravated Assault Reported by Population,886.0,426.0,2015,6611.442,320738.994,105504.0,13401.009946090428,-0.17036650515101415,18.26325367847228,0.4073993828379055,0.04777832234591536,0.006952727729298763
2015-11-01,Kansas,KS,Aggravated Assault Reported by Population,477.0,275.0,2015,2910.717,320738.994,105504.0,16387.714779554317,-0.2140242082240816,4.328790808017562,0.49819714440714885,0.05842675458045541,0.0037431728294305983
2015-11-01,Kentucky,KY,Aggravated Assault Reported by Population,376.0,231.0,2015,4429.126,320738.994,105504.0,8489.25950627731,-0.22480520580447233,5.192232335803859,0.25807898789129524,0.030266567878145106,0.0029505932575805134
2015-11-01,Louisiana,LA,Aggravated Assault Reported by Population,1283.0,638.0,2015,4666.998,320738.994,105504.0,27490.905288581656,-0.12798971268155748,18.668632582915688,0.8357413279505006,0.09801271245545724,0.010068114759244146
2015-11-01,Massachusetts,MA,Aggravated Assault Reported by Population,1432.0,754.0,2015,6797.484,320738.994,105504.0,21066.618178137676,-0.1120850726867236,30.348655043795517,0.6404388384741803,0.07510834467718783,0.01123736581078536
2015-11-01,Maryland,MD,Aggravated Assault Reported by Population,1232.0,715.0,2015,5988.528,320738.994,105504.0,20572.668275075277,-0.13343358274690328,23.002711344788967,0.6254224414660449,0.0733472760871198,0.00966790131207232
2015-11-01,Maine,ME,Aggravated Assault Reported by Population,74.0,60.0,2015,1329.098,320738.994,105504.0,5567.685753796936,-0.25704145599534367,0.30664575820176077,0.16926125337247508,0.019850346036290878,0.0005807018645238245
2015-11-01,Michigan,MI,Aggravated Assault Reported by Population,1947.0,799.0,2015,9934.483,320738.994,105504.0,19598.4028559916,-0.057112659281760916,60.30585230619012,0.5958041416474705,0.06987374928348973,0.015278736894971437
2015-11-01,Minnesota,MN,Aggravated Assault Reported by Population,547.0,318.0,2015,5484.002,320738.994,105504.0,9974.467551251804,-0.2065522297030187,9.352617393318882,0.3032302744989903,0.035561747048147886,0.004292485403980162
2015-11-01,Missouri,MO,Aggravated Assault Reported by Population,1813.0,951.0,2015,6075.411,320738.994,105504.0,29841.602485823594,-0.0714161610220813,34.341693242948814,0.9072040454059523,0.10639360082724976,0.0142271956808337
2015-11-01,Mississippi,MS,Aggravated Assault Reported by Population,194.0,85.0,2015,2990.231,320738.994,105504.0,6487.793083544381,-0.24423234995923584,1.8086507248943982,0.1972331121944365,0.023130784210007627,0.0015223805637516478
2015-11-01,Montana,MT,Aggravated Assault Reported by Population,218.0,133.0,2015,1031.495,320738.994,105504.0,21134.37292473546,-0.24167052875201428,0.701086909314182,0.6424986266587512,0.07534990916646418,0.0017107163035972126
2015-11-01,North Carolina,NC,Aggravated Assault Reported by Population,1574.0,871.0,2015,10037.218,320738.994,105504.0,15681.636086812101,-0.09692763054399603,49.25681450506763,0.47673189478675787,0.055909387940244686,0.012351685604871617
2015-11-01,North Dakota,ND,Aggravated Assault Reported by Population,91.0,57.0,2015,755.537,320738.994,105504.0,12044.413443683101,-0.2552268326402284,0.2143607989242493,0.36615797043211573,0.04294167904469404,0.0007141063469144328
2015-11-01,Nebraska,NE,Aggravated Assault Reported by Population,215.0,119.0,2015,1892.059,320738.994,105504.0,11363.28201181887,-0.24199075640291698,1.2682981882770388,0.34545113370195263,0.04051325631816377,0.001687174336116517
2015-11-01,New Hampshire,NH,Aggravated Assault Reported by Population,129.0,87.0,2015,1337.48,320738.994,105504.0,9645.00403744355,-0.25117061572879423,0.5379293544831659,0.2932143702699029,0.034387118118890135,0.0010123046016699102
2015-11-01,New Jersey,NJ,Aggravated Assault Reported by Population,964.0,489.0,2015,8870.312,320738.994,105504.0,10867.71243221208,-0.16204058622754405,26.660246892212925,0.3303854974777256,0.03874641313137914,0.007564818883796848
2015-11-01,New Mexico,NM,Aggravated Assault Reported by Population,713.0,308.0,2015,2090.071,320738.994,105504.0,34113.67365032097,-0.18883296635306956,4.64620969348055,1.0370777760320231,0.12162472101917177,0.005595140937911984
2015-11-01,Nevada,NV,Aggravated Assault Reported by Population,858.0,376.0,2015,2868.531,320738.994,105504.0,29910.780117070375,-0.1733552965594393,7.673527834286342,0.9093070902055235,0.10664023829548026,0.0067330026994789375
2015-11-01,New York,NY,Aggravated Assault Reported by Population,3484.0,2546.0,2015,19657.321,320738.994,105504.0,17723.676588483242,0.10695064053071995,213.52597484295907,0.5388112487651148,0.06318982946851338,0.027340071567581142
2015-11-01,Ohio,OH,Aggravated Assault Reported by Population,1050.0,446.0,2015,11622.315,320738.994,105504.0,9034.344706712905,-0.1528607269016668,38.04785504190988,0.2746499310623599,0.03220994800525243,0.008239688618243455
2015-11-01,Oklahoma,OK,Aggravated Assault Reported by Population,834.0,400.0,2015,3910.518,320738.994,105504.0,21327.09784228074,-0.17591711776666086,10.168305298107907,0.6483575889892986,0.07603702702337277,0.006544666959633373
2015-11-01,Oregon,OR,Aggravated Assault Reported by Population,215.0,155.0,2015,4018.542,320738.994,105504.0,5350.1991518316845,-0.24199075640291698,2.69373710762465,0.16264951979623027,0.019074945897315152,0.001687174336116517
2015-11-01,Pennsylvania,PA,Aggravated Assault Reported by Population,1858.0,1280.0,2015,12789.838,320738.994,105504.0,14527.158201691062,-0.06661274625854088,74.08989692098366,0.44163501926839177,0.05179335364443883,0.014580325193044133
2015-11-01,Rhode Island,RI,Aggravated Assault Reported by Population,120.0,46.0,2015,1056.886,320738.994,105504.0,11354.110093236168,-0.25213129868150236,0.39541908646131124,0.34517230143594696,0.04048055588108196,0.0009416786992278235
2015-11-01,South Carolina,SC,Aggravated Assault Reported by Population,1324.0,634.0,2015,4896.006,320738.994,105504.0,27042.45051987273,-0.12361326811922063,20.210551461666057,0.8221080124960909,0.09641384665480997,0.01038985498148032
2015-11-01,South Dakota,SD,Aggravated Assault Reported by Population,199.0,114.0,2015,854.663,320738.994,105504.0,23284.03124974405,-0.24369863720773136,0.5302689731576573,0.7078496321757914,0.08301403812383462,0.0015616171762194739
2015-11-01,Tennessee,TN,Aggravated Assault Reported by Population,2322.0,1255.0,2015,6595.354,320738.994,105504.0,35206.601495537616,-0.017084202918924013,47.74727200148293,1.0703034904683832,0.12552131232830827,0.018221482830058384
2015-11-01,Texas,TX,Aggravated Assault Reported by Population,5264.0,3113.0,2015,27468.531,320738.994,105504.0,19163.74778105171,0.29695238006631913,450.8162396493642,0.5825903458223629,0.06832408322374439,0.04130830560612719
2015-11-01,Utah,UT,Aggravated Assault Reported by Population,285.0,169.0,2015,2983.626,320738.994,105504.0,9552.135555863904,-0.2345187778818541,2.651169411599514,0.29039110827451275,0.034056016189517826,0.002236486910666081
2015-11-01,Virginia,VA,Aggravated Assault Reported by Population,772.0,453.0,2015,8367.303,320738.994,105504.0,9226.389913213374,-0.18253515588531657,20.13960895568563,0.2804882297368635,0.03289464250350882,0.006058132965032331
2015-11-01,Vermont,VT,Aggravated Assault Reported by Population,33.0,34.0,2015,625.81,320738.994,105504.0,5273.165976893946,-0.2614179005576805,0.0643879615086652,0.16030766138004168,0.018800301234091224,0.00025896164228765144
2015-11-01,Washington,WA,Aggravated Assault Reported by Population,900.0,490.0,2015,7167.287,320738.994,105504.0,12557.052619770911,-0.16887210944680156,20.111549953916736,0.38174253344616194,0.04476938008370516,0.007062590244208676
2015-11-01,Wisconsin,WI,Aggravated Assault Reported by Population,821.0,461.0,2015,5762.927,320738.994,105504.0,14246.232860489125,-0.17730477092057254,14.751443246716674,0.4330947069270383,0.05079177678112203,0.006442651767217026
2015-11-01,West Virginia,WV,Aggravated Assault Reported by Population,291.0,196.0,2015,1843.332,320738.994,105504.0,15786.629863746737,-0.2338783225800487,1.6724178289341396,0.4799237736150749,0.05628371991513899,0.002283570845627472
2015-11-01,Wyoming,WY,Aggravated Assault Reported by Population,78.0,61.0,2015,586.389,320738.994,105504.0,13301.750203363297,-0.2566144857941401,0.1426029976261633,0.40438182236370557,0.047424433795495095,0.0006120911544980853
2015-11-01,American Samoa,,Aggravated Assault Reported by Population,,,2015,,320738.994,105504.0,,,,,,
2015-11-01,Guam,,Aggravated Assault Reported by Population,,,2015,,320738.994,105504.0,,,,,,
2015-11-01,Puerto Rico,,Aggravated Assault Reported by Population,,,2015,,320738.994,105504.0,,,,,,
2015-11-01,United States,,Aggravated Assault Reported by Population,52752.0,27527.0,2015,,320738.994,105504.0,,5.365942608755383,,,,0.4139619561805512
2015-11-01,U.S. Virgin Islands,,Aggravated Assault Reported by Population,54.0,17.0,2015,,320738.994,105504.0,,-0.2591763070013616,,,,0.00042375541465252054
2015-11-01,Mariana Islands,,Aggravated Assault Reported by Population,,,2015,,320738.994,105504.0,,,,,,
2015-12-01,Alaska,AK,Aggravated Assault Reported by Population,281.0,176.0,2015,738.43,320738.994,215894.0,38053.70854380239,-0.23494574808305768,0.6469398292120352,0.5653379990323207,0.1356720396878538,0.00220509762069182
2015-12-01,Alabama,AL,Aggravated Assault Reported by Population,1136.0,455.0,2015,4854.803,320738.994,215894.0,23399.507662823806,-0.14368086757578954,17.194841635002444,0.3476305292351524,0.08342574360794884,0.008914558352690062
2015-12-01,Arkansas,AR,Aggravated Assault Reported by Population,874.0,336.0,2015,2979.732,320738.994,215894.0,29331.496926569234,-0.17164741575462492,8.119641879278326,0.435758048706398,0.10457493283591612,0.006858559859375981
2015-12-01,Arizona,AZ,Aggravated Assault Reported by Population,1490.0,666.0,2015,6832.81,320738.994,215894.0,21806.548111245593,-0.1058940047692715,31.74196805019598,0.323965015415598,0.07774640039087194,0.011692510515412141
2015-12-01,California,CA,Aggravated Assault Reported by Population,7712.0,4295.0,2015,38904.296,320738.994,215894.0,19823.003608650313,0.5582581432029184,935.4332848970649,0.29449684731844666,0.07067451334551432,0.060518551070374786
2015-12-01,Colorado,CO,Aggravated Assault Reported by Population,792.0,418.0,2015,5454.328,320738.994,215894.0,14520.578887078298,-0.1804003048792986,13.468358561977656,0.21572233895055598,0.051769896560558706,0.006215079414903635
2015-12-01,Connecticut,CT,Aggravated Assault Reported by Population,279.0,184.0,2015,3588.561,320738.994,215894.0,7774.704122348763,-0.23515923318365947,3.1215678097437696,0.11550347757926555,0.02771897947960747,0.0021894029757046894
2015-12-01,District of Columbia,DC,Aggravated Assault Reported by Population,357.0,88.0,2015,677.014,320738.994,215894.0,52731.55355723811,-0.2268333142601894,0.7535535202183742,0.7833967335824837,0.18800263366669853,0.0028014941302027746
2015-12-01,Delaware,DE,Aggravated Assault Reported by Population,253.0,169.0,2015,942.065,320738.994,215894.0,26855.89635534703,-0.23793453949148285,0.7431040486458593,0.3989797391304193,0.0957487292462312,0.0019853725908719946
2015-12-01,Florida,FL,Aggravated Assault Reported by Population,54469.0,30779.0,2015,20219.111,320738.994,215894.0,269393.6444584532,5.549219567622026,3433.679027686294,4.002197676341073,0.9604631617060989,0.4274358089020026
2015-12-01,Georgia,GA,Aggravated Assault Reported by Population,1851.0,874.0,2015,10183.353,320738.994,215894.0,18176.724306817217,-0.06735994411064716,58.7686148413872,0.27003919832806383,0.06480507041018263,0.014525393935589177
2015-12-01,Hawaii,HI,Aggravated Assault Reported by Population,170.0,93.0,2015,1422.999,320738.994,215894.0,11946.600103021856,-0.2467941711664574,0.7542264412040901,0.17748249135054828,0.04259294731935066,0.0013340448239060833
2015-12-01,Iowa,IA,Aggravated Assault Reported by Population,489.0,324.0,2015,3122.541,320738.994,215894.0,15660.322794800772,-0.2127432976204708,4.760638954301889,0.2326547369968442,0.055833400134842975,0.0038373406993533806
2015-12-01,Idaho,ID,Aggravated Assault Reported by Population,185.0,160.0,2015,1652.495,320738.994,215894.0,11195.192723729875,-0.24519303291194394,0.9531475147047446,0.16631934430068648,0.039913971322367285,0.0014517546613095611
2015-12-01,Illinois,IL,Aggravated Assault Reported by Population,2105.0,33.0,2015,12859.585,320738.994,215894.0,16369.113000147361,-0.04024733633421897,84.39705471234345,0.24318474975402685,0.058360434070561865,0.016518613848954738
2015-12-01,Indiana,IN,Aggravated Assault Reported by Population,992.0,483.0,2015,6611.442,320738.994,215894.0,15004.29104573556,-0.1590517948191189,20.448247910885446,0.22290852064867167,0.05349446474847409,0.007784543913616674
