article_id,link,title,description,content,keywords,creator,language,country,category,pubDate,pubDateTZ,image_url,video_url,source_id,source_name,source_priority,source_url,source_icon,sentiment,sentiment_stats,ai_tag,ai_region,ai_org,ai_summary,duplicate,source
ef3452972babdbc117bfb59519a5f5fd,https://www.cnn.com/2025/11/17/us/horizon-air-cockpit-emergency,Off-duty pilot who tried to cut a flight’s engines midair to be sentenced in federal case | CNN,A former Alaska Airlines pilot who tried to cut the engines of a passenger flight in 2023 while riding off-duty in the cockpit is set to appear for sentencing in federal court Monday.,ONLY AVAILABLE IN PAID PLANS,,['CNN'],english,['united states of america'],"['top', 'crime']",2025-11-17 18:15:53,UTC,https://media.cnn.com/api/v1/images/stellar/prod/ap23341700890948.jpg?c=16x9&q=h_720%2Cw_1280%2Cc_fill%2Fw_256,,cnn,Cnn,165,https://edition.cnn.com,https://n.bytvi.com/cnn.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,edition
77a34a1bf89efaefe3d7d469a95f83d7,https://www.cnn.com/us/live-news/charlotte-north-carolina-chicago-immigration-11-17-25,The latest on the Trump administration’s federal crackdown in Charlotte,Dozens of people were arrested in North Carolina’s largest city over the weekend during the Department of Homeland Security’s latest targeted immigration blitz. Follow for live updates,ONLY AVAILABLE IN PAID PLANS,,['CNN'],english,['united states of america'],"['top', 'crime']",2025-11-17 13:00:54,UTC,https://media.cnn.com/api/v1/images/stellar/prod/renamethishorizontal-cln-00-00-06-10-still001.jpg?c=16x9&q=w_1280%2Cc_fill,,cnn,Cnn,165,https://edition.cnn.com,https://n.bytvi.com/cnn.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,edition
7a5de0d4775db51933ab4799c80a7a43,https://www.cnn.com/2025/11/17/world/video/isobel-yeung-libya-skydiving,"Skydivers flock to Benghazi, Libya","After years of war, the authorities in Benghazi, Libya, are trying to attract international tourists. They've started with a brand new skydiving center.",ONLY AVAILABLE IN PAID PLANS,,['Isobel Yeung'],english,['united states of america'],"['top', 'crime']",2025-11-17 08:15:19,UTC,https://media.cnn.com/api/v1/images/stellar/prod/skydive-thumbnail-3.jpg?c=16x9&q=w_1280%2Cc_fill,,cnn,Cnn,165,https://edition.cnn.com,https://n.bytvi.com/cnn.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,edition
8796a0f2033b92cdda94e94480b170bf,https://www.cnn.com/2025/11/17/world/video/trump-maduro-us-venezuela-cartel-de-los-soles-digvid,US to designate Venezuelan cartel as a foreign terrorist organization,"Washington announced that it will designate the Venezuelan cartel, Cartel de los Soles, as a foreign terrorist organization, effective November 24, which the US alleges is led by President Nicolás Maduro and other high-ranking officials. CNN's Stefano Pozzebon reports on the latest tensions.",ONLY AVAILABLE IN PAID PLANS,,['Stefano Pozzebon'],english,['united states of america'],"['top', 'crime']",2025-11-17 05:15:04,UTC,https://media.cnn.com/api/v1/images/stellar/prod/web-thumb-20251117045201569.jpg?c=16x9&q=w_1280%2Cc_fill,,cnn,Cnn,165,https://edition.cnn.com,https://n.bytvi.com/cnn.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,edition
e2fbdfb4f75a6312c26f5d8dd505986e,https://www.cnn.com/2025/11/16/us/faa-ends-shutdown-flight-cuts,"FAA ends emergency order mandating flight reductions at 40 airports during government shutdown, officials say | CNN","Flight reductions at 40 airports mandated by the Federal Aviation Administration earlier this month are set to come to end tomorrow morning, according to a joint statement from United States Transportation Secretary Sean Duffy and FAA Administrator Bryan Bedford.",ONLY AVAILABLE IN PAID PLANS,,['Amanda Musa'],english,['united states of america'],"['top', 'crime']",2025-11-17 01:15:42,UTC,https://media.cnn.com/api/v1/images/stellar/prod/c-gettyimages-2245660581.jpg?c=16x9&q=w_800%2Cc_fill,,cnn,Cnn,165,https://edition.cnn.com,https://n.bytvi.com/cnn.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,edition
1e5fa073effcca8a3037b3a3f03452e5,https://www.foxnews.com/us/houston-ice-operation-nets-over-3500-criminal-illegal-aliens-six-weeks-during-shutdown,"Houston ICE operation nets over 3,500 criminal illegal aliens in six weeks during shutdown","ICE Houston arrested over 3,500 criminal aliens during government shutdown, including gang members, murderers and child predators in major enforcement operation.",ONLY AVAILABLE IN PAID PLANS,"['article', 'fox news', 'fox-news/us/immigration/migrant-crime', 'fox-news/us/houston-and-galveston', 'fnc', 'fox-news/us/crime/police-and-law-enforcement', 'fox-news/us/us-regions/southwest/texas', 'fox-news/us/immigration/illegal-immigrants', '8630e734-3feb-573c-be43-5e876fe23f21', 'fox-news/us']",['Greg Wehner'],english,['united states of america'],"['top', 'crime']",2025-11-18 02:55:20,UTC,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/11/931/523/ice-houston-october-operation-police.png?tl=1&ve=1,,foxnews,Fox News,394,https://www.foxnews.com,https://n.bytvi.com/foxnews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,foxnews
9f791bf4b4fe67572d21eef58042ed7a,https://www.foxnews.com/us/human-smugglers-charged-panga-boat-capsizes-killing-4-san-diego-coast,Human smugglers charged after panga boat capsizes killing 4 off San Diego coast,Four migrants died when an overloaded panga boat capsized in six-foot waves off Imperial Beach after engine problems sparked arguments between the captain and passengers aboard.,ONLY AVAILABLE IN PAID PLANS,"['fox-news/us/immigration/border-security', 'fox news', 'article', 'fnc', 'fox-news/us/us-regions/west/california', 'fox-news/us/immigration/mexico', 'c5ed9340-61a1-5f09-859c-4e6e5484188f', 'fox-news/us/immigration/illegal-immigrants', 'fox-news/us']",['Emma Bussey'],english,['united states of america'],"['top', 'crime']",2025-11-18 02:23:54,UTC,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/11/931/523/people-smugglers-san-diego.jpg?tl=1&ve=1,,foxnews,Fox News,394,https://www.foxnews.com,https://n.bytvi.com/foxnews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,foxnews
436b4f2587b94bdf06ed92d878b90765,https://www.foxnews.com/us/texas-raid-targeting-tren-de-aragua-gang-leads-arrest-140-illegal-immigrants,Texas raid targeting Tren de Aragua gang leads to arrest of 140 illegal immigrants,"A San Antonio raid on a Tren de Aragua–linked human trafficking ring led to the arrest of more than 140 illegal immigrants, Texas officials confirmed Monday.",ONLY AVAILABLE IN PAID PLANS,"['fox-news/us/us-regions/southwest/texas', 'fox news', '44ddf39d-49b2-5166-a0aa-49f85273ef3f', 'article', 'fnc', 'fox-news/us/immigration/illegal-immigrants', 'fox-news/crime', 'fox-news/us']",['Louis Casiano'],english,['united states of america'],"['top', 'crime']",2025-11-18 01:06:18,UTC,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/02/931/523/ice.jpg?tl=1&ve=1,,foxnews,Fox News,394,https://www.foxnews.com,https://n.bytvi.com/foxnews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,foxnews
78cead12155e22145148e22a828811d9,https://www.foxnews.com/sports/nfl-suspends-bengals-star-jamarr-chase-one-game-spitting-incident-loss-vs-steelers,NFL suspends Bengals star Ja'Marr Chase one game for spitting incident in loss vs Steelers,"Pittsburgh Steelers star Jalen Ramsey may have been ejected for his reaction, but Cincinnati Bengals receiver Ja'Marr Chase has been suspended by the NFL for spitting at him.",ONLY AVAILABLE IN PAID PLANS,"['article', 'fox news', '60234a80-28b8-591c-8d3e-8149c8341836', 'fox-news/person/shedeur-sanders', 'fnc', 'fox-news/sports/nfl', 'fox-news/sports/nfl/cleveland-browns', 'fox-news/sports']",['Scott Thompson'],english,['united states of america'],"['sports', 'top', 'crime']",2025-11-18 00:06:09,UTC,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/09/931/523/nfl-bengals-jamarr-chase-093025-2.jpg?tl=1&ve=1,,foxnews,Fox News,394,https://www.foxnews.com,https://n.bytvi.com/foxnews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,foxnews
c3bb3c5f2d08d67591ec87e21da581d3,https://www.foxnews.com/entertainment/danny-masterson-demands-new-hearing-rape-conviction-claims-withheld-evidence-biased-lapd-investigation,"Danny Masterson demands new hearing in rape conviction, claims withheld evidence and biased LAPD investigation","Danny Masterson files habeas corpus petition to overturn rape convictions, citing ineffective counsel and prosecutorial misconduct in his prison sentence.",ONLY AVAILABLE IN PAID PLANS,"['fox news', 'article', 'fox-news/person/danny-masterson', 'fnc', 'fox-news/entertainment', 'fox-news/entertainment/tv', 'fox-news/entertainment/events/in-court', 'fox-news/entertainment/movies', 'fox-news/entertainment/events/scandal', '1bfc94d2-796f-57c4-afc7-b0118a95a322']",['Tracy Wright'],english,['united states of america'],"['top', 'crime']",2025-11-17 23:38:02,UTC,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/11/931/523/danny_masterson.jpg?tl=1&ve=1,,foxnews,Fox News,394,https://www.foxnews.com,https://n.bytvi.com/foxnews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,foxnews
2f8762b89623a69273e0f7c3391d942d,https://www.foxnews.com/us/atm-jackpotting-crime-wave-grows-after-thieves-walk-away-hundreds-thousands-cash,ATM ‘jackpotting’ crime wave grows after thieves walk away with hundreds of thousands in cash,"Authorities seek public help identifying suspects in Virginia jackpotting scheme that netted nearly $200,000 from Apple Federal Credit Union ATM machine.",ONLY AVAILABLE IN PAID PLANS,"['article', 'fox-news/us/crime/organized-crime', 'fox news', 'fox-news/us/crime/robbery-theft', 'fnc', 'eef56cfa-c1aa-5121-b233-2fea91ec2440', 'fox-news/crime', 'fox-news/us/us-regions/southeast/virginia', 'fox-news/us']",['Julia Bonavita'],english,['united states of america'],"['top', 'crime']",2025-11-17 23:03:20,UTC,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/11/931/523/virginia-atm-jackpotting-theft_04.jpg?tl=1&ve=1,,foxnews,Fox News,394,https://www.foxnews.com,https://n.bytvi.com/foxnews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,foxnews
517adefe7252d793023b0cc990c5b69f,https://www.foxnews.com/us/florida-authorities-rescue-122-missing-children-historic-operation-many-exploited-abused,"Florida authorities rescue 122 missing children in historic operation, many exploited and abused: officials","Authorities in Florida rescued 122 missing children in one of the largest child recovery operations in U.S. history, officials announced Monday.",ONLY AVAILABLE IN PAID PLANS,"['fox news', '2583b2a8-e2e1-553a-8946-f65a1ad1a3a0', 'article', 'fnc', 'fox-news/us', 'fox-news/crime', 'fox-news/us/us-regions/southeast/florida', 'fox-news/topic/missing-persons']",['Louis Casiano'],english,['united states of america'],"['top', 'crime']",2025-11-17 22:26:58,UTC,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/11/931/523/florida-missing-children-002.jpg?tl=1&ve=1,,foxnews,Fox News,394,https://www.foxnews.com,https://n.bytvi.com/foxnews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,foxnews
003d61394080f238a8e25d724017e710,https://www.foxnews.com/us/former-alaska-airlines-pilot-tried-disable-engines-mid-flight-avoids-prison-time,Former Alaska Airlines pilot who tried to disable engines mid-flight avoids prison time,Former Alaska Airlines pilot Joseph Emerson was sentenced after trying to cut fuel to a 2023 passenger flight’s engines after taking psychedelic mushrooms.,ONLY AVAILABLE IN PAID PLANS,"['fox-news/us/us-regions/west/oregon', 'fox-news/us', 'fox-news/travel/general/airlines', 'fox-news/crime', 'fox-news/politics/judiciary/federal-courts', 'article', 'fnc', '14dc124a-6494-59cd-b985-492de1964acf', 'fox news']",['Louis Casiano'],english,['united states of america'],"['top', 'crime']",2025-11-17 22:06:06,UTC,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/09/931/523/emerson-alaska-airlines-.jpg?tl=1&ve=1,,foxnews,Fox News,394,https://www.foxnews.com,https://n.bytvi.com/foxnews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,foxnews
c9e138bd94bb8c42441caea7f4320de1,https://www.foxnews.com/us/baltimore-killer-commits-third-murder-after-being-paroled-twice-prior-slayings,Baltimore killer commits third murder after being paroled twice for prior slayings,"Repeat violent offender Reginald Lively receives life sentence for brutal Baltimore murder, marking his third murder conviction since 1986 in shocking case.",ONLY AVAILABLE IN PAID PLANS,"['fox-news/us/crime/homicide', 'fox-news/us', 'fox-news/topic/baltimore-crime-and-corruption', 'fox-news/us/blue-city-crime', 'fox-news/us/us-regions/northeast/maryland', 'fox-news/crime', '1a685542-e1f9-5e4d-a6ab-2df8ee0161ef', 'article', 'fnc', 'fox-news/us/crime/cold-case', 'fox news']",['Stepheny Price'],english,['united states of america'],"['top', 'crime']",2025-11-17 22:04:18,UTC,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/11/931/523/3-time-killer-caught.png?tl=1&ve=1,,foxnews,Fox News,394,https://www.foxnews.com,https://n.bytvi.com/foxnews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False,foxnews
